"EntityName_EN","ViewName","ViewLanguage","TotalRows","ColumnName","MapStatus","PsseSourceSchema","PsseSourceObject","PsseColumnName","SourceExpression"
"Assignments","Assignments","EN","1772","ÉcartPC0PC1_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC1_T","src.[Écart PC0-PC1_T]"
"Assignments","Assignments","EN","1772","ÉcartPC0PC2_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC2_T","src.[Écart PC0-PC2_T]"
"Assignments","Assignments","EN","1772","ÉcartPC0PC3_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC3_T","src.[Écart PC0-PC3_T]"
"Assignments","Assignments","EN","1772","ÉcartPC0PC4_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC4_T","src.[Écart PC0-PC4_T]"
"Assignments","Assignments","EN","1772","ÉcartPC0PC5_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC5_T","src.[Écart PC0-PC5_T]"
"Assignments","Assignments","EN","1772","ÉcartPC0PC6_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC6_T","src.[Écart PC0-PC6_T]"
"Assignments","Assignments","EN","1772","ÉcartPC0PC7_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Écart PC0-PC7_T","src.[Écart PC0-PC7_T]"
"Assignments","Assignments","EN","1772","NodedossierAGI_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","No de dossier AGI_T","src.[No de dossier AGI_T]"
"Assignments","Assignments","EN","1772","NU_R","MAPPED","pjrep","MSP_EpmAssignment_UserView","NU_R","src.[NU_R]"
"Assignments","Assignments","EN","1772","Numerodelot_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Numero de lot_T","src.[Numero de lot_T]"
"Assignments","Assignments","EN","1772","Prisedepossessionlégale_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Prise de possession légale_T","src.[Prise de possession légale_T]"
"Assignments","Assignments","EN","1772","Servicesderessources_R","MAPPED","pjrep","MSP_EpmAssignment_UserView","Services de ressources_R","src.[Services de ressources_R]"
"Assignments","Assignments","EN","1772","Servicespublics_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Services publics_T","src.[Services publics_T]"
"Assignments","Assignments","EN","1772","Statut_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Statut_T","src.[Statut_T]"
"Assignments","Assignments","EN","1772","Typedecoût_R","MAPPED","pjrep","MSP_EpmAssignment_UserView","Type de coût_R","src.[Type de coût_R]"
"Assignments","Assignments","EN","1772","Typeterrain_T","MAPPED","pjrep","MSP_EpmAssignment_UserView","Type terrain_T","src.[Type terrain_T]"
"ProjectBaselines","PlanningsDeRéférenceProjet","FR","391","ChaîneDateDébutRéférenceProjet","MAPPED","pjrep","MSP_ProjectBaseline_ODATAView","ProjectBaselineStartDateString","src.[ProjectBaselineStartDateString]"
"ProjectBaselines","PlanningsDeRéférenceProjet","FR","391","ChaîneDateFinRéférenceProjet","MAPPED","pjrep","MSP_ProjectBaseline_ODATAView","ProjectBaselineFinishDateString","src.[ProjectBaselineFinishDateString]"
"ProjectBaselines","PlanningsDeRéférenceProjet","FR","391","ChaîneDuréeRéférenceProjet","MAPPED","pjrep","MSP_ProjectBaseline_ODATAView","ProjectBaselineDurationString","src.[ProjectBaselineDurationString]"
"ProjectBaselines","ProjectBaselines","EN","391","ProjectBaselineDurationString","MAPPED","pjrep","MSP_ProjectBaseline_ODATAView","ProjectBaselineDurationString","src.[ProjectBaselineDurationString]"
"ProjectBaselines","ProjectBaselines","EN","391","ProjectBaselineFinishDateString","MAPPED","pjrep","MSP_ProjectBaseline_ODATAView","ProjectBaselineFinishDateString","src.[ProjectBaselineFinishDateString]"
"ProjectBaselines","ProjectBaselines","EN","391","ProjectBaselineStartDateString","MAPPED","pjrep","MSP_ProjectBaseline_ODATAView","ProjectBaselineStartDateString","src.[ProjectBaselineStartDateString]"
"Projects","Projects","EN","239","Descriptionproj","MAPPED","pjrep","MSP_EpmProject_UserView","Description proj","src.[Description proj]"
"Projects","Projects","EN","239","Étatdelaproposition","MAPPED","pjrep","MSP_EpmProject_UserView","État de la proposition","src.[État de la proposition]"
"Projects","Projects","EN","239","OptimizerCommitDate","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerCommitDate","j1.[OptimizerCommitDate]"
"Projects","Projects","EN","239","OptimizerDecisionAliasLookupTableId","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionAliasLookupTableUID","j1.[OptimizerDecisionAliasLookupTableUID]"
"Projects","Projects","EN","239","OptimizerDecisionAliasLookupTableValueId","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionAliasMemberUID","j1.[OptimizerDecisionAliasMemberUID]"
"Projects","Projects","EN","239","OptimizerDecisionID","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionID","j1.[OptimizerDecisionID]"
"Projects","Projects","EN","239","OptimizerDecisionName","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionName","j1.[OptimizerDecisionName]"
"Projects","Projects","EN","239","OptimizerSolutionName","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerSolutionName","j1.[OptimizerSolutionName]"
"Projects","Projects","EN","239","ParentProjectId","MAPPED","pjrep","MSP_EpmProject_UserView","ParentProjectUID","src.[ParentProjectUID]"
"Projects","Projects","EN","239","PlannerCommitDate","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerCommitDate","j1.[PlannerCommitDate]"
"Projects","Projects","EN","239","PlannerDecisionAliasLookupTableId","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionAliasLookupTableUID","j1.[PlannerDecisionAliasLookupTableUID]"
"Projects","Projects","EN","239","PlannerDecisionAliasLookupTableValueId","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionAliasMemberUID","j1.[PlannerDecisionAliasMemberUID]"
"Projects","Projects","EN","239","PlannerDecisionID","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionID","j1.[PlannerDecisionID]"
"Projects","Projects","EN","239","PlannerDecisionName","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionName","j1.[PlannerDecisionName]"
"Projects","Projects","EN","239","PlannerEndDate","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerEndDate","j1.[PlannerEndDate]"
"Projects","Projects","EN","239","PlannerSolutionName","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerSolutionName","j1.[PlannerSolutionName]"
"Projects","Projects","EN","239","PlannerStartDate","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerStartDate","j1.[PlannerStartDate]"
"Projects","Projects","EN","239","ProjectActualFinishDate","MAPPED","pjrep","MSP_EpmProject_UserView","ProjectActualFinishDate","src.[ProjectActualFinishDate]"
"Projects","Projects","EN","239","ProjectStatusDate","MAPPED","pjrep","MSP_EpmProject_UserView","ProjectStatusDate","src.[ProjectStatusDate]"
"Projects","Projects","EN","239","ProjectWorkspaceInternalUrl","MAPPED","pjrep","MSP_EpmProject_UserView","ProjectWorkspaceInternalHRef","src.[ProjectWorkspaceInternalHRef]"
"Projects","Projects","EN","239","ResourcePlanUtilizationDate","MAPPED","pjrep","MSP_EpmProject_UserView","ResourcePlanUtilizationDate","src.[ResourcePlanUtilizationDate]"
"Projects","Projects","EN","239","Servicesduprojet","MAPPED","pjrep","MSP_EpmProject_UserView","Services du projet","src.[Services du projet]"
"Projects","Projects","EN","239","WorkflowCreatedDate","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowCreated","jWFI.[WorkflowCreated]"
"Projects","Projects","EN","239","WorkflowError","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowError","jWFI.[WorkflowError]"
"Projects","Projects","EN","239","WorkflowErrorResponseCode","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowErrorResponseCode","jWFI.[WorkflowErrorResponseCode]"
"Projects","Projects","EN","239","WorkflowInstanceId","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowInstanceId","jWFI.[WorkflowInstanceId]"
"Projects","Projects","EN","239","WorkflowOwnerId","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowOwner","jWFI.[WorkflowOwner]"
"Projects","Projects","EN","239","WorkflowOwnerName","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceName","jWFOwner.[ResourceName]"
"Projects","Projets","FR","239","CodeRéponseErreurFluxDeTravail","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowErrorResponseCode","jWFI.[WorkflowErrorResponseCode]"
"Projects","Projets","FR","239","DateCréationFluxDeTravail","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowCreated","jWFI.[WorkflowCreated]"
"Projects","Projets","FR","239","DateDébutPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerStartDate","j1.[PlannerStartDate]"
"Projects","Projets","FR","239","DateÉtatProjet","MAPPED","pjrep","MSP_EpmProject_UserView","ProjectStatusDate","src.[ProjectStatusDate]"
"Projects","Projets","FR","239","DateFinPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerEndDate","j1.[PlannerEndDate]"
"Projects","Projets","FR","239","DateFinRéelleProjet","MAPPED","pjrep","MSP_EpmProject_UserView","ProjectActualFinishDate","src.[ProjectActualFinishDate]"
"Projects","Projets","FR","239","DatePlanUtilisationRessource","MAPPED","pjrep","MSP_EpmProject_UserView","ResourcePlanUtilizationDate","src.[ResourcePlanUtilizationDate]"
"Projects","Projets","FR","239","DateValidationOptimiseur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerCommitDate","j1.[OptimizerCommitDate]"
"Projects","Projets","FR","239","DateValidationPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerCommitDate","j1.[PlannerCommitDate]"
"Projects","Projets","FR","239","Descriptionproj","MAPPED","pjrep","MSP_EpmProject_UserView","Description proj","src.[Description proj]"
"Projects","Projets","FR","239","ErreurFluxDeTravail","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowError","jWFI.[WorkflowError]"
"Projects","Projets","FR","239","Étatdelaproposition","MAPPED","pjrep","MSP_EpmProject_UserView","État de la proposition","src.[État de la proposition]"
"Projects","Projets","FR","239","IdDécisionOptimiseur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionID","j1.[OptimizerDecisionID]"
"Projects","Projets","FR","239","IdDécisionPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionID","j1.[PlannerDecisionID]"
"Projects","Projets","FR","239","IdInstanceFluxDeTravail","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowInstanceId","jWFI.[WorkflowInstanceId]"
"Projects","Projets","FR","239","IdProjetParent","MAPPED","pjrep","MSP_EpmProject_UserView","ParentProjectUID","src.[ParentProjectUID]"
"Projects","Projets","FR","239","IdPropriétaireFluxDeTravail","MAPPED","pjrep","MSP_EpmWorkflowInstance_UserView","WorkflowOwner","jWFI.[WorkflowOwner]"
"Projects","Projets","FR","239","IdTableChoixAliasDécisionOptimiseur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionAliasLookupTableUID","j1.[OptimizerDecisionAliasLookupTableUID]"
"Projects","Projets","FR","239","IdTableChoixAliasDécisionPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionAliasLookupTableUID","j1.[PlannerDecisionAliasLookupTableUID]"
"Projects","Projets","FR","239","IdValeurTableChoixAliasDécisionOptimiseur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionAliasMemberUID","j1.[OptimizerDecisionAliasMemberUID]"
"Projects","Projets","FR","239","IdValeurTableChoixAliasDécisionPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionAliasMemberUID","j1.[PlannerDecisionAliasMemberUID]"
"Projects","Projets","FR","239","NomDécisionOptimiseur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerDecisionName","j1.[OptimizerDecisionName]"
"Projects","Projets","FR","239","NomDécisionPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerDecisionName","j1.[PlannerDecisionName]"
"Projects","Projets","FR","239","NomPropriétaireFluxDeTravail","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceName","jWFOwner.[ResourceName]"
"Projects","Projets","FR","239","NomSolutionOptimiseur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","OptimizerSolutionName","j1.[OptimizerSolutionName]"
"Projects","Projets","FR","239","NomSolutionPlanificateur","MAPPED","pjrep","MSP_EpmProjectDecision_UserView","PlannerSolutionName","j1.[PlannerSolutionName]"
"Projects","Projets","FR","239","Servicesduprojet","MAPPED","pjrep","MSP_EpmProject_UserView","Services du projet","src.[Services du projet]"
"Projects","Projets","FR","239","UrlInterneEspaceDeTravailProjet","MAPPED","pjrep","MSP_EpmProject_UserView","ProjectWorkspaceInternalHRef","src.[ProjectWorkspaceInternalHRef]"
"ResourceDemandTimephasedDataSet","ResourceDemandTimephasedDataSet","EN","16016","ResourcePlanUtilizationDate","MAPPED","pjrep","MSP_EpmProject","ProjectUtilizationDate","src.[ProjectUtilizationDate]"
"Resources","Resources","EN","756","ResourceCode","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceCode","src.[ResourceCode]"
"Resources","Resources","EN","756","ResourceCostCenter","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceCostCenter","src.[ResourceCostCenter]"
"Resources","Resources","EN","756","ResourceEarliestAvailableFrom","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceEarliestAvailableFrom","src.[ResourceEarliestAvailableFrom]"
"Resources","Resources","EN","756","ResourceHyperlinkHref","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceHyperlinkHref","src.[ResourceHyperlinkHref]"
"Resources","Resources","EN","756","ResourceLatestAvailableTo","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceLatestAvailableTo","src.[ResourceLatestAvailableTo]"
"Resources","Resources","EN","756","ResourceWorkgroup","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceWorkgroup","src.[ResourceWorkgroup]"
"Resources","Resources","EN","756","Servicesderessources","MAPPED","pjrep","MSP_EpmResource_UserView","Services de ressources","src.[Services de ressources]"
"Resources","Resources","EN","756","Typedecoût","MAPPED","pjrep","MSP_EpmResource_UserView","Type de coût","src.[Type de coût]"
"Resources","Ressources","FR","756","CentreCoûtRessource","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceCostCenter","src.[ResourceCostCenter]"
"Resources","Ressources","FR","756","CodeRessource","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceCode","src.[ResourceCode]"
"Resources","Ressources","FR","756","GroupeTravailRessource","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceWorkgroup","src.[ResourceWorkgroup]"
"Resources","Ressources","FR","756","RéfÉlevéeLienHypertexteRessource","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceHyperlinkHref","src.[ResourceHyperlinkHref]"
"Resources","Ressources","FR","756","RessourceDisponibleAuPlusTardAu","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceLatestAvailableTo","src.[ResourceLatestAvailableTo]"
"Resources","Ressources","FR","756","RessourceDisponibleAuPlusTôtDu","MAPPED","pjrep","MSP_EpmResource_UserView","ResourceEarliestAvailableFrom","src.[ResourceEarliestAvailableFrom]"
"Resources","Ressources","FR","756","Servicesderessources","MAPPED","pjrep","MSP_EpmResource_UserView","Services de ressources","src.[Services de ressources]"
"Resources","Ressources","FR","756","Typedecoût","MAPPED","pjrep","MSP_EpmResource_UserView","Type de coût","src.[Type de coût]"
"TaskBaselines","PlanningsDeRéférenceTâche","FR","35920","ChaîneDateDébutRéférenceTâche","MAPPED","pjrep","MSP_EpmTaskBaseline","TaskBaselineStartDateString","src.[TaskBaselineStartDateString]"
"TaskBaselines","PlanningsDeRéférenceTâche","FR","35920","ChaîneDateFinRéférenceTâche","MAPPED","pjrep","MSP_EpmTaskBaseline","TaskBaselineFinishDateString","src.[TaskBaselineFinishDateString]"
"TaskBaselines","PlanningsDeRéférenceTâche","FR","35920","ChaîneDuréeRéférenceTâche","MAPPED","pjrep","MSP_EpmTaskBaseline","TaskBaselineDurationString","src.[TaskBaselineDurationString]"
"TaskBaselines","TaskBaselines","EN","35920","TaskBaselineDurationString","MAPPED","pjrep","MSP_EpmTaskBaseline","TaskBaselineDurationString","src.[TaskBaselineDurationString]"
"TaskBaselines","TaskBaselines","EN","35920","TaskBaselineFinishDateString","MAPPED","pjrep","MSP_EpmTaskBaseline","TaskBaselineFinishDateString","src.[TaskBaselineFinishDateString]"
"TaskBaselines","TaskBaselines","EN","35920","TaskBaselineStartDateString","MAPPED","pjrep","MSP_EpmTaskBaseline","TaskBaselineStartDateString","src.[TaskBaselineStartDateString]"
"Tasks","Tâches","FR","22462","ChaîneDateDébutTâche","MAPPED","pjrep","MSP_EpmTask_UserView","TaskStartDateString","src.[TaskStartDateString]"
"Tasks","Tâches","FR","22462","ChaîneDateFinTâche","MAPPED","pjrep","MSP_EpmTask_UserView","TaskFinishDateString","src.[TaskFinishDateString]"
"Tasks","Tâches","FR","22462","ChaîneDuréeTâche","MAPPED","pjrep","MSP_EpmTask_UserView","TaskDurationString","src.[TaskDurationString]"
"Tasks","Tâches","FR","22462","CodelivrableGID","MAPPED","pjrep","MSP_EpmTask_UserView","Code livrable GID","src.[Code livrable GID]"
"Tasks","Tâches","FR","22462","DateapprouvéeDGEI","MAPPED","pjrep","MSP_EpmTask_UserView","Date approuvée DGEI","src.[Date approuvée DGEI]"
"Tasks","Tâches","FR","22462","DateDébutLivrableTâche","MAPPED","pjrep","MSP_EpmTask_UserView","TaskDeliverableStartDate","src.[TaskDeliverableStartDate]"
"Tasks","Tâches","FR","22462","DatedemandéeDGT","MAPPED","pjrep","MSP_EpmTask_UserView","Date demandée DGT","src.[Date demandée DGT]"
"Tasks","Tâches","FR","22462","DateFinLivrableTâche","MAPPED","pjrep","MSP_EpmTask_UserView","TaskDeliverableFinishDate","src.[TaskDeliverableFinishDate]"
"Tasks","Tâches","FR","22462","Dateoccupation","MAPPED","pjrep","MSP_EpmTask_UserView","Date occupation","src.[Date occupation]"
"Tasks","Tâches","FR","22462","NodedossierAGI","MAPPED","pjrep","MSP_EpmTask_UserView","No de dossier AGI","src.[No de dossier AGI]"
"Tasks","Tâches","FR","22462","Prisedepossessionlégale","MAPPED","pjrep","MSP_EpmTask_UserView","Prise de possession légale","src.[Prise de possession légale]"
"Tasks","Tâches","FR","22462","Servicespublics","MAPPED","pjrep","MSP_EpmTask_UserView","Services publics","src.[Services publics]"
"Tasks","Tâches","FR","22462","SousAdresseLienHypertexteTâche","MAPPED","pjrep","MSP_EpmTask_UserView","TaskHyperLinkSubAddress","src.[TaskHyperLinkSubAddress]"
"Tasks","Tâches","FR","22462","Statut","MAPPED","pjrep","MSP_EpmTask_UserView","Statut","src.[Statut]"
"Tasks","Tâches","FR","22462","Typeterrain","MAPPED","pjrep","MSP_EpmTask_UserView","Type terrain","src.[Type terrain]"
"Tasks","Tasks","EN","22462","CodelivrableGID","MAPPED","pjrep","MSP_EpmTask_UserView","Code livrable GID","src.[Code livrable GID]"
"Tasks","Tasks","EN","22462","DateapprouvéeDGEI","MAPPED","pjrep","MSP_EpmTask_UserView","Date approuvée DGEI","src.[Date approuvée DGEI]"
"Tasks","Tasks","EN","22462","DatedemandéeDGT","MAPPED","pjrep","MSP_EpmTask_UserView","Date demandée DGT","src.[Date demandée DGT]"
"Tasks","Tasks","EN","22462","Dateoccupation","MAPPED","pjrep","MSP_EpmTask_UserView","Date occupation","src.[Date occupation]"
"Tasks","Tasks","EN","22462","NodedossierAGI","MAPPED","pjrep","MSP_EpmTask_UserView","No de dossier AGI","src.[No de dossier AGI]"
"Tasks","Tasks","EN","22462","Prisedepossessionlégale","MAPPED","pjrep","MSP_EpmTask_UserView","Prise de possession légale","src.[Prise de possession légale]"
"Tasks","Tasks","EN","22462","Servicespublics","MAPPED","pjrep","MSP_EpmTask_UserView","Services publics","src.[Services publics]"
"Tasks","Tasks","EN","22462","Statut","MAPPED","pjrep","MSP_EpmTask_UserView","Statut","src.[Statut]"
"Tasks","Tasks","EN","22462","TaskDeliverableFinishDate","MAPPED","pjrep","MSP_EpmTask_UserView","TaskDeliverableFinishDate","src.[TaskDeliverableFinishDate]"
"Tasks","Tasks","EN","22462","TaskDeliverableStartDate","MAPPED","pjrep","MSP_EpmTask_UserView","TaskDeliverableStartDate","src.[TaskDeliverableStartDate]"
"Tasks","Tasks","EN","22462","TaskDurationString","MAPPED","pjrep","MSP_EpmTask_UserView","TaskDurationString","src.[TaskDurationString]"
"Tasks","Tasks","EN","22462","TaskFinishDateString","MAPPED","pjrep","MSP_EpmTask_UserView","TaskFinishDateString","src.[TaskFinishDateString]"
